ï»¿UniqueID,Database,County where tick found,State,Year,Date tick found,Host,"Host Genus, Family, or Order",Host_taxon_1,Host_taxon_2,Host_taxon_3,Genus,Species(2016),Tick_Taxon,Lifestage_not_specified,Adult_Female,Adult_Male,Adults,Nymph,Larva,Submission,Total#/submission,Comments
TD2038,TRL1900_1993,Chester,PA,1991,4/13/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2099,TRL1900_1993,Lehigh,PA,1991,5/12/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2101,TRL1900_1993,Lehigh,PA,1991,5/13/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2102,TRL1900_1993,Chester,PA,1991,5/13/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2110,TRL1900_1993,Wayne,PA,1991,5/15/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2117,TRL1900_1993,York,PA,1991,5/17/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,4,0,1,4,
TD2118,TRL1900_1993,Lancaster,PA,1991,5/18/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2123,TRL1900_1993,Franklin,PA,1991,5/19/1991,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,0,0,1,1,0,0,1,1,
TD2131,TRL1900_1993,Dauphin,PA,1991,5/20/1991,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,0,0,1,1,0,0,1,1,
TD2135,TRL1900_1993,Lancaster,PA,1991,5/20/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2142,TRL1900_1993,Beaver,PA,1991,5/21/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2146,TRL1900_1993,Lancaster,PA,1991,5/22/1991,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,0,0,1,1,0,0,1,1,
TD2147,TRL1900_1993,Lancaster,PA,1991,5/22/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2151,TRL1900_1993,Bucks,PA,1991,5/23/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2153,TRL1900_1993,Franklin,PA,1991,5/23/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2171,TRL1900_1993,Monroe,PA,1991,5/29/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2173,TRL1900_1993,Bradford,PA,1991,5/29/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD2192,TRL1900_1993,Cambria,PA,1991,6/3/1991,not attached to host,Not attached,Not attached,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,1,0,1,0,0,1,1,
TD2197,TRL1900_1993,Cumberland,PA,1991,6/3/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,2,1,3,0,0,1,3,
TD2201,TRL1900_1993,Wayne,PA,1991,6/4/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2204,TRL1900_1993,Beaver,PA,1991,6/5/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD2232,TRL1900_1993,Warren,PA,1991,6/13/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2246,TRL1900_1993,Bradford,PA,1991,6/17/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD2268,TRL1900_1993,Lehigh,PA,1991,6/25/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2273,TRL1900_1993,Elk,PA,1991,6/26/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,1,0,1,1,
TD2284,TRL1900_1993,Butler,PA,1991,6/27/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD2286,TRL1900_1993,Washington,PA,1991,6/28/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2292,TRL1900_1993,Crawford,PA,1991,7/2/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2300,TRL1900_1993,Elk,PA,1991,7/4/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,0,1,1,1,
TD2358,TRL1900_1993,Elk,PA,1991,7/24/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,0,1,1,1,
TD2379,TRL1900_1993,Elk,PA,1991,8/11/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,0,1,1,1,
TD2401,TRL1900_1993,York,PA,1991,9/4/1991,not attached to host,Not attached,Not attached,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,0,0,0,1,1,1,
TD2413,TRL1900_1993,Delaware,PA,1991,9/26/1991,not attached to host,Not attached,Not attached,NA,NA,Rhipicephalus,sanguineus,Rhipicephalus sp.,0,1,0,1,0,0,1,1,
TD2418,TRL1900_1993,Elk,PA,1991,10/3/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,2,0,2,0,0,1,2,
TD2425,TRL1900_1993,Montgomery,PA,1991,10/20/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,0,1,1,0,0,1,1,
TD2426,TRL1900_1993,Cameron,PA,1991,10/20/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2438,TRL1900_1993,Elk,PA,1991,10/29/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,1,1,2,0,0,1,2,
TD2441,TRL1900_1993,Elk,PA,1991,10/30/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2447,TRL1900_1993,Columbia,PA,1991,11/3/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD2460,TRL1900_1993,Juniata,PA,1991,11/20/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,sp.,Other Ixodes sp.,0,2,0,2,0,0,1,2,
TD2469,TRL1900_1993,Northhampton,PA,1991,11/28/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,0,1,1,0,0,1,1,
TD2473,TRL1900_1993,Clearfield,PA,1991,12/2/1991,not attached to host,Not attached,Not attached,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2058,TRL1900_1993,Clarion,PA,1991,4/26/1991,python,Reptilia,Reptilia,NA,NA,Amblyomma,transversale,Amblyomma sp.,1,0,0,0,0,0,1,1,
TD2046,TRL1900_1993,Montgomery,PA,1991,4/20/1991,rabbit,Lagomorpha,Other mammal,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,3,2,5,0,0,1,5,
TD2208,TRL1900_1993,Pike,PA,1991,6/5/1991,rabbit,Lagomorpha,Other mammal,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,0,0,1,0,1,1,
TD2399,TRL1900_1993,Beaver,PA,1991,9/3/1991,rabbit,Lagomorpha,Other mammal,NA,NA,Haemaphysalis,leporis-palustris,Other,3,0,0,0,0,0,1,3,
TD2416,TRL1900_1993,Beaver,PA,1991,10/1/1991,rabbit,Lagomorpha,Other mammal,NA,NA,Haemaphysalis,leporis-palustris,Other,0,0,0,0,1,0,1,1,
TD2057,TRL1900_1993,Clarion,PA,1991,4/26/1991,snake,Reptilia,Reptilia,NA,NA,Amblyomma,transversale,Amblyomma sp.,0,0,0,0,1,0,1,1,
TD2039,TRL1900_1993,Centre,PA,1991,4/13/1991,squirrel,Rodentia,Rodentia,NA,NA,Ixodes,marxi,Other Ixodes sp.,0,2,0,2,1,0,1,3,
TD2528,TRL1900_1993,Carbon,PA,1992,5/9/1992,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2561,TRL1900_1993,Greene,PA,1992,5/22/1992,cat,Felis,Cat,NA,NA,Ixodes,marxi,Other Ixodes sp.,0,0,0,0,1,0,1,1,
TD2568,TRL1900_1993,York,PA,1992,5/26/1992,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,0,0,1,0,1,1,
TD2601,TRL1900_1993,Butler,PA,1992,6/10/1992,cat,Felis,Cat,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,0,1,1,1,
TD2604,TRL1900_1993,Chester,PA,1992,6/10/1992,cat,Felis,Cat,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,1,2,0,0,1,2,
TD2731,TRL1900_1993,Pike,PA,1992,9/1/1992,cat,Felis,Cat,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD2751,TRL1900_1993,Clearfield,PA,1992,10/4/1992,cat,Felis,Cat,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2752,TRL1900_1993,York,PA,1992,10/5/1992,cat,Felis,Cat,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,0,1,1,1,
TD2676,TRL1900_1993,Bedford,PA,1992,7/12/1992,cow,Bovidae,Other mammal,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD2822,TRL1900_1993,Lycoming,PA,1992,12/1/1992,deer,Cervidae,Other mammal,NA,NA,Dermacentor,albipictus,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2479,TRL1900_1993,Centre,PA,1992,1/14/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2494,TRL1900_1993,Huntington,PA,1992,3/27/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2513,TRL1900_1993,Lehigh,PA,1992,4/30/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2546,TRL1900_1993,Northumberland,PA,1992,5/14/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2550,TRL1900_1993,York,PA,1992,5/16/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,2,0,1,2,
TD2560,TRL1900_1993,Monroe,PA,1992,5/21/1992,Dog,Canis,Dog,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,2,1,3,0,0,1,3,
TD2580,TRL1900_1993,Pike,PA,1992,6/3/1992,Dog,Canis,Dog,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2619,TRL1900_1993,Luzerne,PA,1992,6/18/1992,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD2623,TRL1900_1993,Dauphin,PA,1992,6/19/1992,Dog,Canis,Dog,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,0,0,1,0,1,1,
TD2624,TRL1900_1993,Greene,PA,1992,6/20/1992,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD2665,TRL1900_1993,Crawford,PA,1992,7/7/1992,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD2700,TRL1900_1993,York,PA,1992,7/29/1992,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD2720,TRL1900_1993,Sullivan,PA,1992,8/17/1992,Dog,Canis,Dog,NA,NA,Haemaphysalis,leporis-palustris,Other,0,1,0,1,0,0,1,1,
TD2723,TRL1900_1993,Lycoming,PA,1992,8/20/1992,Dog,Canis,Dog,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2728,TRL1900_1993,Venengo,PA,1992,8/28/1992,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD2758,TRL1900_1993,Lehigh,PA,1992,10/10/1992,Dog,Canis,Dog,NA,NA,Ixodes,sp.,Other Ixodes sp.,0,1,0,1,0,0,1,1,
TD2759,TRL1900_1993,Centre,PA,1992,10/12/1992,Dog,Canis,Dog,NA,NA,Ixodes,affinis,Other Ixodes sp.,0,1,0,1,0,0,1,1,
TD2764,TRL1900_1993,York,PA,1992,10/14/1992,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD2766,TRL1900_1993,Lehigh,PA,1992,10/14/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,0,1,1,0,0,1,1,
TD2767,TRL1900_1993,York,PA,1992,10/14/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,0,1,1,0,0,1,1,
TD2768,TRL1900_1993,York,PA,1992,10/14/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2769,TRL1900_1993,York,PA,1992,10/14/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2776,TRL1900_1993,York,PA,1992,10/20/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,0,1,1,0,0,1,1,
TD2778,TRL1900_1993,York,PA,1992,10/21/1992,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD2780,TRL1900_1993,Delaware,PA,1992,10/23/1992,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD2781,TRL1900_1993,Delaware,PA,1992,10/23/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2782,TRL1900_1993,Delaware,PA,1992,10/23/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,0,1,1,0,0,1,1,
TD2784,TRL1900_1993,Erie,PA,1992,10/25/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2785,TRL1900_1993,York,PA,1992,10/26/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2786,TRL1900_1993,York,PA,1992,10/26/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,0,1,1,0,0,1,1,
TD2794,TRL1900_1993,York,PA,1992,11/2/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2796,TRL1900_1993,York,PA,1992,11/3/1992,Dog,Canis,Dog,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2797,TRL1900_1993,Clinton,PA,1992,11/4/1992,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD2798,TRL1900_1993,York,PA,1992,11/4/1992,Dog,Canis,Dog,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,1,0,1,0,0,1,1,
TD2809,TRL1900_1993,Centre,PA,1992,11/16/1992,Dog,Canis,Dog,NA,NA,Ixodes,cookei,I. cookei,0,1,0,1,0,0,1,1,
TD2480,TRL1900_1993,Monroe,PA,1992,1/14/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2482,TRL1900_1993,Jefferson,PA,1992,1/29/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD2483,TRL1900_1993,Clearfield,PA,1992,1/29/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2484,TRL1900_1993,Butler,PA,1992,2/26/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2485,TRL1900_1993,DelawareMedia,PA,1992,3/7/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2486,TRL1900_1993,Centre,PA,1992,3/8/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2487,TRL1900_1993,Indiana,PA,1992,3/9/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD2489,TRL1900_1993,Chester,PA,1992,3/10/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2490,TRL1900_1993,Bucks,PA,1992,3/10/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2491,TRL1900_1993,Centre,PA,1992,3/11/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2492,TRL1900_1993,Butler,PA,1992,3/15/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,sp.,Other Ixodes sp.,0,1,0,1,0,0,1,1,
TD2493,TRL1900_1993,Bucks,PA,1992,3/16/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2495,TRL1900_1993,Wyoming,PA,1992,3/30/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD2496,TRL1900_1993,Luzerne,PA,1992,4/10/1992,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,1,1,0,0,1,1,
TD2497,TRL1900_1993,Northhampton,PA,1992,4/10/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2500,TRL1900_1993,Butler,PA,1992,4/19/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD2501,TRL1900_1993,Monroe,PA,1992,4/20/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2502,TRL1900_1993,Greene,PA,1992,4/21/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2503,TRL1900_1993,Centre,PA,1992,4/22/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2504,TRL1900_1993,Wayne,PA,1992,4/22/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,1,1,0,0,1,1,
TD2505,TRL1900_1993,York,PA,1992,4/22/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD2506,TRL1900_1993,Lancaster,PA,1992,4/25/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2507,TRL1900_1993,Bucks,PA,1992,4/25/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,1,0,1,1,
TD2509,TRL1900_1993,Cameron or Mckean,PA,1992,4/27/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2510,TRL1900_1993,Monroe,PA,1992,4/28/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,2,2,0,0,1,2,
TD2511,TRL1900_1993,Franklin,PA,1992,4/30/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2512,TRL1900_1993,York,PA,1992,4/30/1992,Human,Homo sapiens,Human,NA,NA,Ixodidae,Not determined,Other,1,0,0,0,0,0,1,1,
TD2514,TRL1900_1993,Monroe,PA,1992,5/1/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2515,TRL1900_1993,Armstrong,PA,1992,5/1/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2517,TRL1900_1993,Pike,PA,1992,5/2/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,1,2,0,0,1,2,
TD2518,TRL1900_1993,Franklin,PA,1992,5/3/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2519,TRL1900_1993,Monroe,PA,1992,5/5/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,cookei,I. cookei,0,0,0,0,1,0,1,1,
TD2521,TRL1900_1993,Bucks,PA,1992,5/5/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2522,TRL1900_1993,Chester,PA,1992,5/5/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2523,TRL1900_1993,Pike,PA,1992,5/6/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2524,TRL1900_1993,Pike,PA,1992,5/6/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2525,TRL1900_1993,Huntington,PA,1992,5/6/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,1,2,0,0,1,2,
TD2527,TRL1900_1993,Schuykill,PA,1992,5/7/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2529,TRL1900_1993,Lehigh,PA,1992,5/9/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2530,TRL1900_1993,Pike,PA,1992,5/9/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2532,TRL1900_1993,Cameron,PA,1992,5/10/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2534,TRL1900_1993,Cambria,PA,1992,5/10/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2535,TRL1900_1993,Bedford,PA,1992,5/11/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2536,TRL1900_1993,Bedford,PA,1992,5/12/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2537,TRL1900_1993,Pike,PA,1992,5/12/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2538,TRL1900_1993,Schuykill,PA,1992,5/12/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2539,TRL1900_1993,Bucks,PA,1992,5/12/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2540,TRL1900_1993,Northhampton,PA,1992,5/12/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2541,TRL1900_1993,Northampton,PA,1992,5/12/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2542,TRL1900_1993,Franklin,PA,1992,5/13/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2543,TRL1900_1993,Butler,PA,1992,5/13/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,2,1,3,0,0,1,3,
TD2545,TRL1900_1993,Perry,PA,1992,5/14/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2548,TRL1900_1993,Chester,PA,1992,5/15/1992,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,0,0,1,0,1,1,
TD2549,TRL1900_1993,Monroe,PA,1992,5/15/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2551,TRL1900_1993,Perry,PA,1992,5/17/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,1,0,1,0,0,1,1,
TD2552,TRL1900_1993,Pike,PA,1992,5/17/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2553,TRL1900_1993,Butler,PA,1992,5/18/1992,Human,Homo sapiens,Human,NA,NA,Amblyomma,americanum,Amblyomma sp.,0,0,0,0,1,0,1,1,
TD2556,TRL1900_1993,Monroe,PA,1992,5/19/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,3,2,5,0,0,1,5,
TD2557,TRL1900_1993,Chester,PA,1992,5/21/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,scapularis,I. scapularis,0,0,0,0,1,0,1,1,
TD2558,TRL1900_1993,Pike,PA,1992,5/21/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,1,0,1,0,0,1,1,
TD2559,TRL1900_1993,Luzerne,PA,1992,5/21/1992,Human,Homo sapiens,Human,NA,NA,Dermacentor,variabilis,Dermacentor sp.,0,0,1,1,0,0,1,1,
TD2562,TRL1900_1993,Washington,PA,1992,5/22/1992,Human,Homo sapiens,Human,NA,NA,Ixodes,dentatus,Other Ixodes sp.,0,0,0,0,1,0,1,1,
