Log,Collected,WOTY,Received,Species,Stage,Bloodfed?,Host,Infected?,County,Count,Event Count
LDS-07-404,10/29/2007 0:00,44,10/31/2007 0:00,Ixodes scapularis,M,N,Dog,N,Fayette,1,0
LDS-07-405,10/29/2007 0:00,44,10/31/2007 0:00,Ixodes scapularis,F,N,Dog,N,Fayette,1,0
LDS-07-406,10/29/2007 0:00,44,10/31/2007 0:00,Ixodes scapularis,F,Y,Dog,N,Fayette,1,0
LDS-07-407,10/29/2007 0:00,44,10/31/2007 0:00,Ixodes scapularis,F,Y,Human,N,OOS - Canada,0,0
LDS-07-416,10/29/2007 0:00,44,11/6/2007 0:00,Ixodes scapularis,F,Y,Human,N,Winneshiek,1,1
LDS-07-417,10/30/2007 0:00,44,11/6/2007 0:00,Ixodes scapularis,F,N,Dog,N,Jones,1,1
LDS-07-418,10/30/2007 0:00,44,11/6/2007 0:00,Ixodes scapularis,M,N,,N,Jones,1,0
LDS-07-419,11/6/2007 0:00,45,11/7/2007 0:00,Ixodes scapularis,M,N,Dog,N,Boone,1,1
LDS-07-421,11/5/2007 0:00,45,11/7/2007 0:00,Ixodes scapularis,F,N,Human,N,Iowa,1,1
LDS-07-422,11/3/2007 0:00,44,11/12/2007 0:00,Ixodes scapularis,F,N,Human,N,OOS - Maryland,0,0
LDS-07-423,11/8/2007 0:00,45,11/15/2007 0:00,Ixodes scapularis,F,Y,Horse,N,Linn,1,1
LDS-07-424,11/12/2007 0:00,46,11/15/2007 0:00,Ixodes scapularis,F,Y,Human,N,Dubuque,1,1
LDS-07-425,11/12/2007 0:00,46,11/15/2007 0:00,Ixodes scapularis,F,N,Human,N,Dubuque,1,1
LDS-08-001,4/15/2008 0:00,16,4/21/2008 0:00,Ixodes scapularis,F,N,Human,N,Jackson,1,1
LDS-08-005,4/23/2008 0:00,17,4/25/2008 0:00,Ixodes scapularis,N,N,Human,Y,Muscatine,1,1
LDS-08-006,4/23/2008 0:00,17,4/25/2008 0:00,Ixodes scapularis,F,Y,Human,N,OOS - Minnesota,0,0
LDS-08-007,4/19/2008 0:00,16,4/25/2008 0:00,Ixodes scapularis,F,Y,Human,N,Winneshiek,1,1
LDS-08-008,4/22/2008 0:00,17,4/25/2008 0:00,Ixodes scapularis,F,Y,Human,N,Linn,1,1
LDS-08-013,4/23/2008 0:00,17,4/28/2008 0:00,Ixodes scapularis,M,N,None,N,Linn,1,1
LDS-08-016,4/23/2008 0:00,17,5/1/2008 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-08-030,4/26/2008 0:00,17,5/6/2008 0:00,Ixodes scapularis,F,,Human,N,Allamakee,1,1
LDS-08-050,5/2/2008 0:00,18,5/7/2008 0:00,Ixodes scapularis,F,Y,Human,N,Guthrie,1,1
LDS-08-052,5/6/2008 0:00,19,5/7/2008 0:00,Ixodes scapularis,F,N,Human,N,Boone,1,1
LDS-08-053,5/7/2008 0:00,19,5/7/2008 0:00,Ixodes scapularis,F,N,None,N,Story,1,1
LDS-08-056,5/6/2008 0:00,19,5/8/2008 0:00,Ixodes scapularis,F,N,Human,N,Johnson,1,1
LDS-08-058,4/27/2008 0:00,18,5/8/2008 0:00,Ixodes scapularis,F,N,Human,N,Poweshiek,1,1
LDS-08-060,5/7/2008 0:00,19,5/12/2008 0:00,Ixodes scapularis,F,,,N,Scott,1,1
LDS-08-062,5/7/2008 0:00,19,5/12/2008 0:00,Ixodes scapularis,F,N,,N,Winneshiek,1,1
LDS-08-065,5/10/2008 0:00,19,5/12/2008 0:00,Ixodes scapularis,F,N,Human,N,Story,1,1
LDS-08-067,5/9/2008 0:00,19,5/12/2008 0:00,Ixodes scapularis,F,N,Human,Y,Iowa,1,1
LDS-08-075,5/6/2008 0:00,19,5/12/2008 0:00,Ixodes scapularis,F,,Human,N,Muscatine,1,1
LDS-08-076,5/8/2008 0:00,19,5/12/2008 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-08-087,5/15/2008 0:00,20,5/19/2008 0:00,Ixodes scapularis,F,,Human,N,Louisa,1,1
LDS-08-102,5/12/2008 0:00,20,5/19/2008 0:00,Ixodes scapularis,F,N,,Y,Buchanan,1,1
LDS-08-105,5/12/2008 0:00,20,5/19/2008 0:00,Ixodes scapularis,F,,Human,N,Dubuque,1,1
LDS-08-108,5/10/2008 0:00,19,5/19/2008 0:00,Ixodes scapularis,F,Y,Dog,N,Hamilton,1,1
LDS-08-114,5/12/2008 0:00,20,5/20/2008 0:00,Ixodes scapularis,N,N,Human,N,Iowa,1,1
LDS-08-115,5/12/2008 0:00,20,5/20/2008 0:00,Ixodes scapularis,N,Y,Human,Y,Des Moines,1,1
LDS-08-129,5/14/2008 0:00,20,5/20/2008 0:00,Ixodes scapularis,F,N,Human,N,Dubuque,1,1
LDS-08-134,5/3/2008 0:00,18,5/20/2008 0:00,Ixodes scapularis,F,N,Human,N,Des Moines,1,1
LDS-08-141,5/16/2008 0:00,20,5/20/2008 0:00,Ixodes scapularis,F,,Human,N,Dubuque,1,1
LDS-08-154,5/7/2008 0:00,19,5/21/2008 0:00,Ixodes scapularis,F,N,Human,N,Boone,1,1
LDS-08-156,5/19/2008 0:00,21,5/21/2008 0:00,Ixodes scapularis,F,N,Human,N,Allamakee,1,1
LDS-08-158,5/13/2008 0:00,20,5/21/2008 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-08-159,5/18/2008 0:00,21,5/23/2008 0:00,Ixodes scapularis,F,,Human,N,Dubuque,1,1
LDS-08-167,5/23/2008 0:00,21,5/27/2008 0:00,Ixodes scapularis,F,N,Human,N,Louisa,1,1
LDS-08-170,5/18/2008 0:00,21,5/27/2008 0:00,Ixodes scapularis,F,N,Human,N,Muscatine,1,1
LDS-08-171,5/22/2008 0:00,21,5/27/2008 0:00,Ixodes scapularis,F,Y,Human,N,Winneshiek,1,1
LDS-08-176,5/18/2008 0:00,21,5/28/2008 0:00,Ixodes scapularis,F,N,Human,N,Dubuque,1,1
LDS-08-180,5/20/2008 0:00,21,5/28/2008 0:00,Ixodes scapularis,F,N,Human,N,Muscatine,1,1
LDS-08-182,5/19/2008 0:00,21,5/30/2008 0:00,Ixodes scapularis,N,N,Human,N,Delaware,1,1
LDS-08-183,5/27/2008 0:00,22,5/30/2008 0:00,Ixodes scapularis,F,N,Human,N,Winneshiek,1,1
LDS-08-185,5/29/2008 0:00,22,5/30/2008 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-08-217,6/3/2008 0:00,23,6/5/2008 0:00,Ixodes scapularis,N,Y,Human,N,Johnson,1,1
LDS-08-285,6/5/2008 0:00,23,6/10/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-286,6/10/2008 0:00,24,6/11/2008 0:00,Ixodes scapularis,N,Y,Human,N,Boone,1,1
LDS-08-287,6/7/2008 0:00,23,6/11/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-288,5/28/2008 0:00,22,6/11/2008 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-08-289,5/29/2008 0:00,22,6/11/2008 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-08-290,6/4/2008 0:00,23,6/11/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-291,6/6/2008 0:00,23,6/11/2008 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-08-292,6/6/2008 0:00,23,6/11/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-08-293,6/6/2008 0:00,23,6/11/2008 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,0
LDS-08-326,6/10/2008 0:00,24,6/11/2008 0:00,Ixodes scapularis,N,N,None,N,Boone,1,1
LDS-08-327,6/10/2008 0:00,24,6/11/2008 0:00,Ixodes scapularis,N,N,None,N,Boone,1,0
LDS-08-340,6/13/2008 0:00,24,6/16/2008 0:00,Ixodes scapularis,N,N,None,N,Winneshiek,1,1
LDS-08-341,6/13/2008 0:00,24,6/16/2008 0:00,Ixodes scapularis,N,N,None,N,Winneshiek,1,0
LDS-08-344,6/9/2008 0:00,24,6/16/2008 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-08-345,6/9/2008 0:00,24,6/16/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-08-346,6/9/2008 0:00,24,6/16/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,0
LDS-08-347,6/8/2008 0:00,24,6/16/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-348,6/11/2008 0:00,24,6/16/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-349,6/3/2008 0:00,24,6/16/2008 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-08-350,6/11/2008 0:00,24,6/16/2008 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-08-351,6/12/2008 0:00,24,6/16/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-352,6/12/2008 0:00,24,6/16/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-359,6/14/2008 0:00,24,6/20/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-360,6/13/2008 0:00,24,6/20/2008 0:00,Ixodes scapularis,N,Y,Human,Y,Clayton,1,1
LDS-08-361,6/13/2008 0:00,24,6/20/2008 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-08-362,6/16/2008 0:00,25,6/20/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-363,6/16/2008 0:00,25,6/20/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-365,6/16/2008 0:00,25,6/20/2008 0:00,Ixodes scapularis,N,N,,Y,Clayton,1,1
LDS-08-367,6/18/2008 0:00,25,6/20/2008 0:00,Ixodes scapularis,N,Y,Human,N,Johnson,1,1
LDS-08-368,6/25/2008 0:00,26,7/3/2008 0:00,Ixodes scapularis,N,N,Human,N,Webster,1,1
LDS-08-370,6/23/2008 0:00,26,7/3/2008 0:00,Ixodes scapularis,N,N,Human,N,Muscatine,1,1
LDS-08-372,6/20/2008 0:00,25,7/3/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-373,6/17/2008 0:00,25,7/3/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-374,6/16/2008 0:00,25,7/3/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-376,6/15/2008 0:00,25,7/3/2008 0:00,Ixodes scapularis,N,N,Human,N,Dubuque,1,1
LDS-08-378,6/21/2008 0:00,25,7/3/2008 0:00,Ixodes scapularis,N,N,,N,OOS - Illinois,0,0
LDS-08-412,7/1/2008 0:00,27,7/7/2008 0:00,Ixodes scapularis,N,N,Human,N,Linn,1,1
LDS-08-413,6/30/2008 0:00,27,7/7/2008 0:00,Ixodes scapularis,F,N,Human,N,Carroll,1,1
LDS-08-419,6/23/2008 0:00,26,7/7/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-420,6/24/2008 0:00,26,7/7/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-421,6/26/2008 0:00,26,7/7/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-422,6/26/2008 0:00,26,7/7/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-423,6/26/2008 0:00,26,7/7/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-424,6/25/2008 0:00,26,7/8/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-425,6/26/2008 0:00,26,7/8/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-426,6/26/2008 0:00,26,7/8/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-427,6/27/2008 0:00,26,7/8/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-432,6/16/2008 0:00,25,7/9/2008 0:00,Ixodes scapularis,N,N,None,N,Boone,1,1
LDS-08-437,6/30/2008 0:00,27,7/9/2008 0:00,Ixodes scapularis,N,N,None,N,Boone,1,1
LDS-08-438,6/30/2008 0:00,27,7/9/2008 0:00,Ixodes scapularis,N,N,None,N,Boone,1,1
LDS-08-443,7/13/2008 0:00,29,7/24/2008 0:00,Ixodes scapularis,N,Y,Human,N,Story,1,1
LDS-08-445,7/14/2008 0:00,29,7/24/2008 0:00,Ixodes scapularis,N,Y,Human,N,Dubuque,1,1
LDS-08-446,7/14/2008 0:00,29,7/24/2008 0:00,Ixodes scapularis,N,N,Human,Y,Dubuque,1,0
LDS-08-447,7/14/2008 0:00,29,7/24/2008 0:00,Ixodes scapularis,N,N,Human,N,Dubuque,1,0
LDS-08-448,7/8/2008 0:00,28,7/24/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-449,7/8/2008 0:00,28,7/24/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-450,7/8/2008 0:00,28,7/24/2008 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-08-451,7/8/2008 0:00,28,7/24/2008 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-08-452,7/9/2008 0:00,28,7/24/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-453,7/10/2008 0:00,28,7/24/2008 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-08-454,7/9/2008 0:00,28,7/24/2008 0:00,Ixodes scapularis,N,Y,Human,Y,Clayton,1,1
LDS-08-455,7/21/2008 0:00,30,7/24/2008 0:00,Ixodes scapularis,N,N,Human,N,Jackson,1,1
LDS-08-456,7/21/2008 0:00,30,7/24/2008 0:00,Ixodes scapularis,N,N,Human,N,Jackson,1,0
LDS-08-457,7/17/2008 0:00,29,7/25/2008 0:00,Ixodes scapularis,N,N,Human,E,Allamakee,1,1
LDS-08-458,7/17/2008 0:00,29,7/25/2008 0:00,Ixodes scapularis,N,N,Human,Y,Allamakee,1,1
LDS-08-460,7/16/2008 0:00,29,7/24/2008 0:00,Ixodes scapularis,N,Y,Human,N,Linn,1,1
LDS-08-468,7/10/2008 0:00,28,7/24/2008 0:00,Ixodes scapularis,N,N,Human,N,Jackson,1,1
LDS-08-473,7/5/2008 0:00,27,7/25/2008 0:00,Ixodes scapularis,F,N,Human,N,OOS - Wisconsin,0,0
LDS-08-474,7/9/2008 0:00,28,7/25/2008 0:00,Ixodes scapularis,N,N,Human,N,Johnson,1,1
LDS-08-475,6/28/2008 0:00,26,7/25/2008 0:00,Ixodes scapularis,N,Y,Human,Y,Clayton,1,1
LDS-08-476,7/1/2008 0:00,27,7/25/2008 0:00,Ixodes scapularis,N,Y,Human,N,Clayton,1,1
LDS-08-477,7/7/2008 0:00,28,7/25/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-478,7/7/2008 0:00,28,7/25/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-479,7/7/2008 0:00,28,7/25/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-480,7/7/2008 0:00,28,7/25/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-481,7/7/2008 0:00,28,7/25/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-482,7/7/2008 0:00,28,7/25/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-562,7/15/2008 0:00,29,7/28/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-563,7/15/2008 0:00,29,7/28/2008 0:00,Ixodes scapularis,N,N,Human,Y,Clayton,1,1
LDS-08-564,7/12/2008 0:00,28,7/28/2008 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-08-567,7/21/2008 0:00,30,8/1/2008 0:00,Ixodes scapularis,N,Y,,N,Clayton,1,1
LDS-08-569,8/1/2008 0:00,31,8/14/2008 0:00,Ixodes scapularis,N,N,Human,N,Scott,1,1
LDS-08-578,8/1/2008 0:00,31,8/27/2008 0:00,Ixodes scapularis,N,Y,Human,N,OOS - Wisconsin,0,0
LDS-08-581,8/23/2008 0:00,34,8/27/2008 0:00,Ixodes scapularis,N,Y,Human,Y,Winneshiek,1,1
LDS-08-583,8/27/2008 0:00,35,9/2/2008 0:00,Ixodes scapularis,N,Y,Human,N,Polk,1,1
LDS-08-598,10/7/2008 0:00,41,10/10/2008 0:00,Ixodes scapularis,F,Y,Dog,N,Linn,1,1
LDS-08-599,10/7/2008 0:00,41,10/10/2008 0:00,Ixodes scapularis,F,N,Human,N,Fayette,1,1
LDS-08-600,10/7/2008 0:00,41,10/10/2008 0:00,Ixodes scapularis,M,N,Human,N,Fayette,1,0
LDS-08-601,10/7/2008 0:00,41,10/10/2008 0:00,Ixodes scapularis,M,N,Human,N,Fayette,1,0
LDS-08-602,10/7/2008 0:00,41,10/10/2008 0:00,Ixodes scapularis,M,N,Human,N,Fayette,1,0
LDS-08-603,10/7/2008 0:00,41,10/10/2008 0:00,Ixodes scapularis,M,N,Human,Y,Fayette,1,0
LDS-08-604,10/7/2008 0:00,41,10/10/2008 0:00,Ixodes scapularis,M,N,Human,N,Fayette,1,0
LDS-08-605,10/7/2008 0:00,41,10/15/2008 0:00,Ixodes scapularis,F,N,Human,N,Iowa,1,1
LDS-08-606,10/11/2008 0:00,41,10/15/2008 0:00,Ixodes scapularis,F,N,,N,Boone,1,1
LDS-08-607,10/6/2008 0:00,41,10/15/2008 0:00,Ixodes scapularis,F,N,Human,N,Jackson,1,1
LDS-08-608,10/18/2008 0:00,42,10/22/2008 0:00,Ixodes scapularis,F,N,Human,N,Jackson,1,1
LDS-08-609,10/7/2008 0:00,41,10/22/2008 0:00,Ixodes scapularis,M,N,Human,N,Washington,1,1
LDS-08-610,10/15/2008 0:00,42,10/22/2008 0:00,Ixodes scapularis,M,N,,N,Polk,1,1
LDS-08-611,10/17/2008 0:00,42,10/22/2008 0:00,Ixodes scapularis,F,N,,N,Louisa,1,1
LDS-08-613,10/19/2008 0:00,43,10/22/2008 0:00,Ixodes scapularis,M,N,None,N,Polk,1,1
LDS-08-614,10/15/2008 0:00,42,10/22/2008 0:00,Ixodes scapularis,F,Y,Dog,N,Allamakee,1,1
LDS-08-615,10/15/2008 0:00,42,10/22/2008 0:00,Ixodes scapularis,F,Y,Dog,N,Allamakee,1,0
LDS-08-617,10/23/2008 0:00,43,10/27/2008 0:00,Ixodes scapularis,F,N,,N,Story,1,1
LDS-08-618,10/14/2008 0:00,42,10/27/2008 0:00,Ixodes scapularis,F,N,Dog,N,Allamakee,1,1
LDS-08-619,10/14/2008 0:00,42,10/27/2008 0:00,Ixodes scapularis,F,N,Dog,N,Allamakee,1,0
LDS-08-620,11/2/2008 0:00,45,11/14/2008 0:00,Ixodes scapularis,F,N,Human,Y,OOS - Wisconsin,0,0
LDS-08-621,11/3/2008 0:00,45,11/14/2008 0:00,Ixodes scapularis,M,N,Human,Y,Webster,1,1
LDS-08-622,10/23/2008 0:00,43,11/17/2008 0:00,Ixodes scapularis,F,Y,Human,N,OOS - Illinois,0,0
LDS-08-623,11/6/2008 0:00,45,11/17/2008 0:00,Ixodes scapularis,F,Y,Dog,Y,Dubuque,1,1
LDS-08-624,11/9/2008 0:00,45,11/17/2008 0:00,Ixodes scapularis,F,Y,Dog,N,Dubuque,1,1
LDS-08-625,11/12/2008 0:00,46,11/17/2008 0:00,Ixodes scapularis,F,N,None,N,Jackson,1,1
LDS-08-626,11/11/2008 0:00,46,11/17/2008 0:00,Ixodes scapularis,F,Y,Human,N,Winneshiek,1,1
LDS-08-640,12/9/2008 0:00,50,12/12/2008 0:00,Ixodes scapularis,F,Y,Human,N,Linn,1,1
LDS-09-002,2/19/2009 0:00,8,2/20/2009 0:00,Ixodes scapularis,M,N,Human,Y,Jackson,1,1
LDS-09-003,2/17/2009 0:00,8,2/20/2009 0:00,Ixodes scapularis,F,Y,Human,N,OOS - Illinois,0,0
LDS-09-004,2/13/2009 0:00,7,2/24/2009 0:00,Ixodes scapularis,F,Y,Human,N,Louisa,1,1
LDS-09-005,3/10/2009 0:00,11,3/13/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Polk,1,1
LDS-09-006,2/28/2009 0:00,9,3/9/2009 0:00,Ixodes scapularis,M,N,Human,N,OOS - Arkansas,0,0
LDS-09-008,3/22/2009 0:00,13,3/23/2009 0:00,Ixodes scapularis,F,N,Human,Y,Dallas,1,1
LDS-09-009,3/23/2009 0:00,13,3/25/2009 0:00,Ixodes scapularis,M,N,Dog,N,Washington,1,1
LDS-09-010,3/27/2009 0:00,13,3/30/2009 0:00,Ixodes scapularis,F,N,Human,N,OOS - Wisconsin,0,0
LDS-09-011,3/31/2009 0:00,14,4/1/2009 0:00,Ixodes scapularis,F,N,Human,N,Delaware,1,1
LDS-09-012,3/26/2009 0:00,13,4/1/2009 0:00,Ixodes scapularis,F,N,Human,N,Clayton,1,1
LDS-09-014,4/9/2009 0:00,15,4/13/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Jackson,1,1
LDS-09-015,4/9/2009 0:00,15,4/13/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Jackson,1,0
LDS-09-016,4/9/2009 0:00,15,4/13/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Jackson,1,0
LDS-09-017,4/9/2009 0:00,15,4/13/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Jackson,1,0
LDS-09-022,4/25/2009 0:00,17,4/28/2009 0:00,Ixodes scapularis,F,Y,Human,N,Johnson,1,1
LDS-09-023,4/22/2009 0:00,17,4/28/2009 0:00,Ixodes scapularis,F,Y,Human,N,Muscatine,1,1
LDS-09-025,4/21/2009 0:00,17,4/28/2009 0:00,Ixodes scapularis,F,Y,Human,N,Dubuque,1,1
LDS-09-031,4/25/2009 0:00,17,5/4/2009 0:00,Ixodes scapularis,F,N,Human,N,Louisa,1,1
LDS-09-035,4/29/2009 0:00,18,5/4/2009 0:00,Ixodes scapularis,M,N,None,N,Dubuque,1,1
LDS-09-036,4/28/2009 0:00,18,5/4/2009 0:00,Ixodes scapularis,F,N,None,N,Winneshiek,1,1
LDS-09-037,4/29/2009 0:00,18,5/4/2009 0:00,Ixodes scapularis,F,N,Human,N,Jones,1,1
LDS-09-040,4/25/2009 0:00,17,5/4/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Jackson,1,1
LDS-09-043,4/30/2009 0:00,18,5/4/2009 0:00,Ixodes scapularis,F,Y,Human,Y,Iowa,1,1
LDS-09-044,5/1/2009 0:00,18,5/6/2009 0:00,Ixodes scapularis,F,N,,Y,Louisa,1,1
LDS-09-048,5/2/2009 0:00,18,5/6/2009 0:00,Ixodes scapularis,M,N,None,Y,Winneshiek,1,1
LDS-09-052,5/5/2009 0:00,19,5/11/2009 0:00,Ixodes scapularis,N,N,Human,N,Allamakee,1,1
LDS-09-059,5/2/2009 0:00,18,5/11/2009 0:00,Ixodes scapularis,N,N,Human,N,Winneshiek,1,1
LDS-09-062,5/1/2009 0:00,18,5/11/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Jackson,1,1
LDS-09-063,5/1/2009 0:00,18,5/11/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Jackson,1,0
LDS-09-064,5/6/2009 0:00,18,5/11/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Jackson,1,1
LDS-09-065,5/6/2009 0:00,18,5/11/2009 0:00,Ixodes scapularis,M,N,None,N,Jackson,1,0
LDS-09-066,5/5/2009 0:00,19,5/11/2009 0:00,Ixodes scapularis,F,N,Human,Y,Jackson,1,1
LDS-09-076,5/7/2009 0:00,19,5/12/2009 0:00,Ixodes scapularis,N,Y,Human,N,Linn,1,1
LDS-09-077,5/8/2009 0:00,19,5/12/2009 0:00,Ixodes scapularis,F,Y,Human,N,Dubuque,1,1
LDS-09-078,5/7/2009 0:00,19,5/12/2009 0:00,Ixodes scapularis,F,N,Human,N,Jackson,1,1
LDS-09-082,5/9/2009 0:00,19,5/12/2009 0:00,Ixodes scapularis,F,Y,Human,N,Louisa,1,1
LDS-09-083,5/9/2009 0:00,19,5/12/2009 0:00,Ixodes scapularis,F,Y,Dog,N,OOS - Minnesota,0,0
LDS-09-085,4/29/2009 0:00,18,5/14/2009 0:00,Ixodes scapularis,M,N,Human,N,Polk,1,1
LDS-09-095,5/12/2009 0:00,20,5/15/2009 0:00,Ixodes scapularis,F,N,Human,N,OOS - Wisconsin,0,0
LDS-09-107,5/1/2009 0:00,18,5/18/2009 0:00,Ixodes scapularis,N,N,Human,N,Jackson,1,1
LDS-09-108,5/13/2009 0:00,20,5/19/2009 0:00,Ixodes scapularis,N,Y,Human,N,Linn,1,1
LDS-09-109,5/15/2009 0:00,20,5/19/2009 0:00,Ixodes scapularis,N,Y,Human,Y,Clayton,1,1
LDS-09-114,5/14/2009 0:00,20,5/19/2009 0:00,Ixodes scapularis,N,Y,Human,N,Iowa,1,1
LDS-09-116,5/7/2009 0:00,19,5/19/2009 0:00,Ixodes scapularis,F,N,Human,N,Story,1,1
LDS-09-117,5/7/2009 0:00,19,5/19/2009 0:00,Ixodes scapularis,F,N,Human,N,Story,1,0
LDS-09-125,5/17/2009 0:00,21,5/22/2009 0:00,Ixodes scapularis,M,N,None,N,Delaware,1,1
LDS-09-126,5/16/2009 0:00,20,5/22/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Jackson,1,1
LDS-09-127,5/16/2009 0:00,20,5/22/2009 0:00,Ixodes scapularis,F,Y,Dog,N,Jackson,1,0
LDS-09-128,5/17/2009 0:00,21,5/22/2009 0:00,Ixodes scapularis,F,Y,Human,N,Dubuque,1,1
LDS-09-147,5/20/2009 0:00,21,5/27/2009 0:00,Ixodes scapularis,F,N,Human,N,Washington,1,1
LDS-09-195,5/21/2009 0:00,21,5/27/2009 0:00,Ixodes scapularis,N,Y,Cat,N,Jackson,1,1
LDS-09-196,5/23/2009 0:00,21,5/27/2009 0:00,Ixodes scapularis,N,Y,Human,N,Polk,1,1
LDS-09-205,5/29/2009 0:00,22,6/2/2009 0:00,Ixodes scapularis,N,Y,Human,N,Linn,1,1
LDS-09-206,5/27/2009 0:00,22,6/2/2009 0:00,Ixodes scapularis,N,Y,Human,N,Muscatine,1,1
LDS-09-224,6/3/2009 0:00,23,6/8/2009 0:00,Ixodes scapularis,N,Y,Human,N,Linn,1,1
LDS-09-227,6/1/2009 0:00,23,6/8/2009 0:00,Ixodes scapularis,N,Y,Human,N,Johnson,1,1
LDS-09-228,6/3/2009 0:00,23,6/8/2009 0:00,Ixodes scapularis,N,Y,Human,N,Johnson,1,1
LDS-09-234,6/8/2009 0:00,24,6/13/2009 0:00,Ixodes scapularis,F,N,None,N,Dallas,1,1
LDS-09-237,6/9/2009 0:00,24,6/13/2009 0:00,Ixodes scapularis,N,Y,Human,N,Johnson,1,1
LDS-09-255,6/2/2009 0:00,23,6/19/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-256,6/1/2009 0:00,23,6/19/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
LDS-09-257,6/5/2009 0:00,23,6/19/2009 0:00,Ixodes scapularis,N,N,Human,N,Clayton,1,1
